Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
206108450,Little Lies & Valentines (Dark Holiday #1),Lashell Rain,"Rain, Lashell",,"=""1962157008""","=""9781962157001""",3.0,Lashell Rain,Kindle Edition,119,2024,2024,2026/09/14,2026/09/10,"not-bought, adult, contemporary","not-bought (#240), adult (#146), contemporary (#66)",read,Like a cathartic wet dream.,,,1,0
18406862,"Sinner (The Wolves of Mercy Falls, #4)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545654572""","=""9780545654579""",0,Scholastic Press,Hardcover,357,2014,2014,,2026/09/14,"to-read, paranormal-romance, not-bought","to-read (#212), paranormal-romance (#4), not-bought (#249)",to-read,,,,0,0
9409458,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""""","=""""",0,Scholastic Press,Hardcover,390,2011,2011,,2026/09/14,"to-read, not-bought, paranormal-romance","to-read (#211), not-bought (#248), paranormal-romance (#3)",to-read,,,,0,0
6654313,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545123283""","=""9780545123280""",0,Scholastic Press,Hardcover,362,2010,2010,,2026/09/14,"to-read, paranormal-romance, not-bought","to-read (#210), paranormal-romance (#2), not-bought (#247)",to-read,,,,0,0
6068551,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545123267""","=""9780545123266""",0,Scholastic Press,Hardcover,392,2009,2009,,2026/09/14,"to-read, not-bought, paranormal-romance","to-read (#209), not-bought (#246), paranormal-romance (#1)",to-read,,,,0,0
218022666,"The Burning Queen (The Ravence Trilogy, #2)",Aparna Verma,"Verma, Aparna",,"=""0356522040""","=""9780356522043""",0,Orbit,Paperback,400,2025,2025,,2026/09/10,"to-read, not-bought, romantasy","to-read (#208), not-bought (#245), romantasy (#137)",to-read,,,,0,0
63325346,"The Phoenix King (The Ravence Trilogy, #1)",Aparna Verma,"Verma, Aparna",,"=""0316522775""","=""9780316522779""",0,Orbit,Kindle Edition,513,2023,2023,,2026/09/10,"to-read, not-bought, romantasy","to-read (#207), not-bought (#244), romantasy (#136)",to-read,,,,0,0
231387395,To Steal a Throne,Gabi Burton,"Burton, Gabi",,"=""1547617276""","=""9781547617272""",0,Bloomsbury YA,Hardcover,368,2026,2026,,2026/09/10,"to-read, not-bought, romantasy","to-read (#206), not-bought (#243), romantasy (#135)",to-read,,,,0,0
232778705,Little Alibis & Sleigh Rides (Dark Holiday #3),Lashell Rain,"Rain, Lashell",,"=""1962157075""","=""9781962157070""",0,Lashell Rain,Kindle Edition,165,2025,,,2026/09/10,"to-read, not-bought, adult, contemporary","to-read (#205), not-bought (#242), adult (#148), contemporary (#68)",to-read,,,,0,0
218912305,Little Horrors & Deceptions (Dark Holiday #2),Lashell Rain,"Rain, Lashell",,"=""1962157040""","=""9781962157049""",0,Lashell Rain,Kindle Edition,165,2024,,,2026/09/10,"to-read, not-bought, adult, contemporary","to-read (#204), not-bought (#241), adult (#147), contemporary (#67)",to-read,,,,0,0
56916837,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,Harper Perennial Modern Classics,Paperback,323,2021,1960,,2026/09/10,"to-read, not-bought, historical","to-read (#203), not-bought (#239), historical (#1)",to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",0,Plume,Paperback,368,2022,1949,,2026/09/10,"to-read, not-bought, dystopian","to-read (#202), not-bought (#238), dystopian (#36)",to-read,,,,0,0
211200239,"Lights Out (Into Darkness, #1)",Navessa Allen,"Allen, Navessa",,"=""1638932239""","=""9781638932239""",5.0,Slowburn,Paperback,416,2024,2024,2026/08/25,2025/10/23,"adult, contemporary, bought","adult (#45), contemporary (#30), bought (#63)",read,,,,1,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",5.0,Celadon Books,Hardcover,336,2019,2019,2026/09/10,2026/09/10,"bought, mystery","bought (#64), mystery (#17)",read,Mind FUCKED,,,1,0
220237323,"The Defender (Gods of the Game, #2)",Ana Huang,"Huang, Ana",,"=""""","=""""",1.0,,Kindle Edition,466,2025,2025,,2026/08/14,"adult, contemporary, not-bought, did-not-finish","adult (#145), contemporary (#65), not-bought (#237), did-not-finish (#9)",did-not-finish,,,,1,0
237833933,"Stop Letting Everything Affect You: How to Break Free from Overthinking, Emotional Chaos, and Self-Sabotage",Daniel Chidiac,"Chidiac, Daniel",,"=""176411082X""","=""9781764110822""",0,Undercover Publishing House Pty Ltd,Kindle Edition,171,2025,,,2026/08/01,"to-read, nonfiction, not-bought","to-read (#201), nonfiction (#7), not-bought (#236)",to-read,,,,0,0
245088181,Midnight Message,Avina St. Graves,"Graves, Avina St.",,"=""0473771780""","=""9780473771782""",3.0,,Kindle Edition,420,2026,,2026/08/01,2026/07/28,"adult, contemporary, not-bought","adult (#144), contemporary (#64), not-bought (#235)",read,"She does not hate sports?? She just can't play them. I was misled.<br/><br/>I loveddd this book! Would've been a 4.5 stars but the start of Act 3 put me off. Felt too middle-school-relationship-y... Loved the battle sequence that followed tho. The starting of the book was put very beautifully. <br/><br/>One thing I would've loved was making her AS unhinged as him, not JUST unhinged. She's crazy, for sure, but he's crazier. God, I want to read a book where HE has to come to terms with HER craziness because why is it always the other way around?",,,1,0
16322,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,"Christie, Agatha",,"=""1579126243""","=""9781579126247""",0,Black Dog & Leventhal Pub,Hardcover,207,2006,1936,,2026/07/19,"bought, mystery, did-not-finish","bought (#62), mystery (#16), did-not-finish (#8)",did-not-finish,,,,1,0
52871061,"The Predator (Dark Verse, #1)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",3.0,,Paperback,318,2020,2020,2024/07/25,2024/12/05,"adult, not-bought, contemporary","adult (#13), not-bought (#30), contemporary (#11)",read,,,,1,0
6442769,Paper Towns,John  Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",0,Speak,Paperback,305,2009,2008,,2026/07/13,"to-read, contemporary, not-bought","to-read (#200), contemporary (#63), not-bought (#234)",to-read,,,,0,0
240019780,The Anniversary,Alex Finlay,"Finlay, Alex",,"=""1250360757""","=""9781250360755""",0,Minotaur Books,Hardcover,325,2026,2026,,2026/07/12,"to-read, mystery, not-bought","to-read (#199), mystery (#15), not-bought (#233)",to-read,,,,0,0
123429195,That's Not My Name,Megan Lally,"Lally, Megan",,"=""1728270111""","=""9781728270111""",0,Sourcebooks Fire,Paperback,297,2023,2023,,2026/07/12,"to-read, mystery, not-bought","to-read (#198), mystery (#14), not-bought (#232)",to-read,,,,0,0
243502725,"In the Wake of the Ruined (The Siren Mage, #2)",Kalie Cassidy,"Cassidy, Kalie",,"=""0316587583""","=""9780316587587""",0,"Little, Brown and Company",Paperback,432,2026,2026,,2026/07/12,"to-read, not-bought, romantasy","to-read (#197), not-bought (#231), romantasy (#134)",to-read,,,,0,0
231698932,"King of Gluttony (Kings of Sin, #6)",Ana Huang,"Huang, Ana",,"=""""","=""""",3.0,Piatkus,Kindle Edition,434,2026,2026,2026/07/11,2025/10/21,"adult, contemporary, not-bought","adult (#77), contemporary (#9), not-bought (#134)",read,"I read this immediately after King of Envy, so the plot twists were a little bleak. But LOVED the subtle casual emphasis on love, rather than the mafia-love-or-die adrenaline rush that was Vuk Markovic",,,1,0
252835223,Golden Tongue (Silver Tongue #2),Gabrielle R Herd,"Herd, Gabrielle R",,"=""0645495158""","=""9780645495157""",0,Peopleplanetprofit Pty Ltd,Paperback,444,2026,2026,,2026/07/10,"to-read, adult, not-bought, romantasy","to-read (#196), adult (#143), not-bought (#230), romantasy (#133)",to-read,,,,0,0
61234915,"Silver Tongue (Silver Tongue, #1)",Gabrielle R Herd,"Herd, Gabrielle R",,"=""0645495115""","=""9780645495119""",0,Peopleplanetprofit Pty Ltd,Paperback,375,2022,2022,,2026/07/10,"to-read, adult, not-bought, romantasy","to-read (#195), adult (#142), not-bought (#229), romantasy (#132)",to-read,,,,0,0
210825471,"King of Envy (Kings of Sin, #5)",Ana Huang,"Huang, Ana",,"=""""","=""""",5.0,,Kindle Edition,530,2025,2025,2026/07/08,2024/12/05,"adult, not-bought, contemporary","adult (#5), not-bought (#26), contemporary (#8)",read,CHALANT YEARNING WITH AWKWARDNESS AND MURDER IS WHAT WE NEEDED THANK YOU ANA HUANG,,,1,0
58864266,Manifest: 7 Steps to Living Your Best Life,Roxie Nafousi,"Nafousi, Roxie",,"=""0241539595""","=""9780241539590""",0,Michael Joseph,Hardcover,192,2022,2022,,2025/10/26,"bought, nonfiction, did-not-finish","bought (#55), nonfiction (#6), did-not-finish (#7)",did-not-finish,,,,1,0
33623863,"Sold (Highest Bidder, #2)",Lauren Landish,"Landish, Lauren",Willow Winters,"=""""","=""""",0,,Kindle Edition,294,2016,2016,,2025/10/22,did-not-finish,did-not-finish (#1),did-not-finish,,,,1,0
197697866,"A Game of Love and Betrayal (The Choosing Chronicles, #1)",Elayna R. Gallea,"Gallea, Elayna R.",,"=""1998219097""","=""9781998219094""",0,Amazon Digital Services,Kindle Edition,410,2024,2024,,2025/10/22,did-not-finish,did-not-finish (#2),did-not-finish,,,,1,0
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",0.0,HarperCollins Children's Book's,Hardcover,531,2013,2013,,2024/12/05,did-not-finish,did-not-finish (#4),did-not-finish,Spoiled the book for myself when looking at fanart 😭✋,,,0,0
53086843,"You've Reached Sam (You've Reached Sam, #1)",Dustin Thao,"Thao, Dustin",,"=""1250762030""","=""9781250762030""",0,Wednesday Books,Hardcover,296,2021,2021,,2025/05/14,did-not-finish,did-not-finish (#3),did-not-finish,,,,1,0
61767292,"Icebreaker (UCMH, #1)",Hannah  Grace,"Grace, Hannah",,"=""""","=""""",0,Pig & Bear Publishing,Kindle Edition,447,2022,2022,,2024/12/05,"did-not-finish, bought","did-not-finish (#6), bought (#61)",did-not-finish,,,,0,0
165944055,"Moments of Malevolence (The Hunters, #1)",T.L.  Smith,"Smith, T.L.",,"=""""","=""""",0,,Kindle Edition,326,2023,2023,,2024/12/05,did-not-finish,did-not-finish (#5),did-not-finish,,,,0,0
242687797,"War of Fire and Fury (Flame and Thorns, #5)",Marion Blackwood,"Blackwood, Marion",,"=""9198904469""","=""9789198904468""",0,Black Dagger Publishing,Kindle Edition,524,2026,2026,,2026/01/07,"to-read, not-bought, romantasy","to-read (#194), not-bought (#228), romantasy (#131)",to-read,,,,0,0
236022566,"Realm of Wind and Vines (Flame and Thorns, #4)",Marion Blackwood,"Blackwood, Marion",,"=""9198904388""","=""9789198904383""",0,Black Dagger Publishing,Kindle Edition,402,2025,2025,,2026/01/07,"to-read, not-bought, romantasy","to-read (#193), not-bought (#227), romantasy (#130)",to-read,,,,0,0
228164259,"Court of Lies and Deceit (Flame and Thorns, #3)",Marion Blackwood,"Blackwood, Marion",,"=""9198904345""","=""9789198904345""",0,Black Dagger Publishing,Kindle Edition,398,2025,2025,,2026/01/07,"to-read, not-bought, romantasy","to-read (#192), not-bought (#226), romantasy (#129)",to-read,,,,0,0
220500719,"Throne of Ice and Blood (Flame and Thorns, #2)",Marion Blackwood,"Blackwood, Marion",,"=""9198904302""","=""9789198904307""",0,Black Dagger Publishing,Kindle Edition,410,2025,2025,,2026/01/07,"to-read, not-bought, romantasy","to-read (#191), not-bought (#225), romantasy (#128)",to-read,,,,0,0
217477109,"Empire of Flame and Thorns (Flame and Thorns, #1)",Marion Blackwood,"Blackwood, Marion",,"=""9198904264""","=""9789198904260""",0,Black Dagger Publishing,Kindle Edition,366,2024,2024,,2026/01/07,"to-read, not-bought, romantasy","to-read (#190), not-bought (#224), romantasy (#127)",to-read,,,,0,0
203295198,"Restitution (The Edge of Darkness, #3)",Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",5.0,,ebook,525,2024,,2025/11/22,2025/08/24,"adult, contemporary, not-bought","adult (#120), contemporary (#49), not-bought (#193)",read,pain. pain. some more pain. HAPPY ENDING 🥳,,,1,0
201489094,"Voracious (The Edge of Darkness, #2)",Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",5.0,,ebook,399,2023,2023,2025/11/19,2025/08/24,"adult, contemporary, not-bought","adult (#119), contemporary (#48), not-bought (#192)",read,"pain. pain. and more pain. oh and ykw? MORE PAIN<br/><br/>I don’t KNOW WHETHER TO CRY, REPULSE, OR FREAK OUT 😭😭<br/><br/><br/>THE WRITING WAS SO GOOD IT FELT LIKE I WAS ACTUALLY IN THERE EXPERIENCING ALL THE THINGS KADE AND STACEY WERE 😭😭<br/><br/>The whiplash was worse than Haunting -> Hunting Adeline ",,,2,0
187012471,"Insatiable (The Edge of Darkness, #1)",Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",4.0,Nielsen,ebook,413,2023,2023,2025/11/14,2025/08/24,"adult, contemporary, not-bought","adult (#118), contemporary (#47), not-bought (#191)",read,OH MY GODDDDDD<br/>I LOVE THIS TROPE WHATEVER THIS IS<br/>DARK ROMANCE WITH ALL THE FLUFF OF HIGH SCHOOL ROMANCE??? SO MUCH SMUT AND SO MUCH LOVE <br/><br/>Kade is absolutely the dumbest man I have ever read but omfg the story is so addicting,,,1,0
111450,Quidditch Through the Ages,J.K. Rowling,"Rowling, J.K.",Kennilworthy Whisp,"=""0439321611""","=""9780439321617""",1.0,Scholastic,Hardcover,105,2001,2001,,2024/12/05,"bought, fantasy","bought (#10), fantasy (#54)",read,,,,1,0
3950967,"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,"Rowling, J.K.",Hermione Granger,"=""0747599874""","=""9780747599876""",1.0,Bloomsbury,Hardcover,105,2008,2008,,2024/12/05,"bought, fantasy","bought (#11), fantasy (#53)",read,,,,1,0
41899,Fantastic Beasts and Where to Find Them,Newt Scamander,"Scamander, Newt",J.K. Rowling,"=""0439321603""","=""9780439321600""",5.0,"Obscurous Books, Arthur A. Levine Books",Hardcover,128,2001,2001,,2024/12/05,"bought, fantasy","bought (#12), fantasy (#52)",read,,,,1,0
28857930,Hotel Valhalla Guide to the Norse Worlds,Rick Riordan,"Riordan, Rick",Yori Elita Narpati,"=""1484785541""","=""9781484785546""",0,Disney-Hyperion Books,Hardcover,176,2016,2016,,2024/12/05,"to-read, fantasy, not-bought, norse","to-read (#6), fantasy (#4), not-bought (#76), norse (#5)",to-read,,,,0,0
63035432,"The Chalice of the Gods (Percy Jackson and the Olympians: The Senior Year Adventures, #1)",Rick Riordan,"Riordan, Rick",,"=""1368098177""","=""9781368098175""",0,Disney Hyperion,Hardcover,288,2023,2023,2024/06/01,2024/12/05,"bought, fantasy, greek","bought (#5), fantasy (#51), greek (#31)",read,,,,1,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",0,Disney-Hyperion Books,Hardcover,381,2009,2009,2023/12/01,2024/12/05,"bought, fantasy, greek","bought (#4), fantasy (#50), greek (#30)",read,,,,1,0
8130423,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,Disney Hyperion,Kindle Edition,361,2009,2008,2023/12/01,2024/12/05,"bought, fantasy, greek","bought (#29), fantasy (#49), greek (#29)",read,,,,1,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,Puffin Books,Kindle Edition,352,2007,2007,2023/12/01,2024/12/05,"bought, fantasy, greek","bought (#3), fantasy (#48), greek (#28)",read,,,,1,0
40727118,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",مریم حیدری,"=""0120000318""","=""9780120000319""",0,Disney-Hyperion,Hardcover,279,,2006,2023/12/01,2024/12/05,"bought, fantasy, greek","bought (#2), fantasy (#47), greek (#27)",read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",0,Disney Hyperion Books,Paperback,377,2006,2005,2023/12/01,2024/12/05,"bought, fantasy, greek","bought (#1), fantasy (#46), greek (#26)",read,,,,1,0
63028719,"The Sun and the Star (The Nico di Angelo Adventures, #1)",Rick Riordan,"Riordan, Rick",Mark Oshiro,"=""1368081347""","=""9781368081344""",5.0,Disney Hyperion,Kindle Edition,480,2023,2023,2024/02/03,2024/12/05,"bought, greek, romantasy, lgbtq","bought (#30), greek (#11), romantasy (#45), lgbtq (#5)",read,,,,1,0
195474691,Don't Hate Me,Eden Emory,"Emory, Eden",,"=""""","=""""",0,,Unknown Binding,,,2023,,2025/05/14,"to-read, adult, contemporary, not-bought, lgbtq","to-read (#92), adult (#140), contemporary (#61), not-bought (#214), lgbtq (#4)",to-read,,,,0,0
88415523,Don't Forget Me,Eden Emory,"Emory, Eden",Elle Mae,"=""1959187031""","=""9781959187035""",0,,Paperback,,2023,2023,,2025/05/14,"to-read, adult, contemporary, not-bought, lgbtq","to-read (#91), adult (#139), contemporary (#60), not-bought (#213), lgbtq (#3)",to-read,,,,0,0
63590066,Don't Leave Me,Eden Emory,"Emory, Eden",Elle Mae,"=""""","=""9798986020389""",0,,ebook,292,,2023,,2025/05/14,"to-read, adult, contemporary, not-bought, lgbtq","to-read (#90), adult (#138), contemporary (#59), not-bought (#212), lgbtq (#2)",to-read,,,,0,0
62069043,Don't Stop Me,Eden Emory,"Emory, Eden",Elle Mae,"=""""","=""9798986020327""",0,Elle Mae,Paperback,316,2022,2022,,2025/05/14,"to-read, adult, contemporary, not-bought, lgbtq","to-read (#89), adult (#137), contemporary (#58), not-bought (#211), lgbtq (#1)",to-read,,,,0,0
38463343,9 From the Nine Worlds,Rick Riordan,"Riordan, Rick",,"=""1368024041""","=""9781368024044""",0,Disney-Hyperion,Hardcover,176,2018,2018,,2024/12/05,"to-read, fantasy, not-bought, norse","to-read (#5), fantasy (#3), not-bought (#75), norse (#4)",to-read,,,,0,0
15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,"=""1423160916""","=""9781423160915""",0,Disney-Hyperion Books,Hardcover,491,2015,2015,2024/02/01,2024/12/05,"not-bought, fantasy, norse","not-bought (#16), fantasy (#45), norse (#3)",read,,,,1,0
28006120,"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",Rick Riordan,"Riordan, Rick",,"=""1423160932""","=""9781423160939""",0,Disney-Hyperion Books,Hardcover,410,2017,2017,2024/02/01,2024/12/05,"not-bought, fantasy, norse","not-bought (#18), fantasy (#44), norse (#2)",read,,,,1,0
27904311,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,"Riordan, Rick",,"=""1423160924""","=""9781423160922""",0,Disney-Hyperion Books,Hardcover,459,2016,2016,2024/02/01,2024/12/05,"not-bought, fantasy, norse","not-bought (#17), fantasy (#43), norse (#1)",read,,,,1,0
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,"=""142311339X""","=""9781423113393""",0,Disney-Hyperion Books,Hardcover,576,2010,2010,2024/01/01,2024/12/05,"not-bought, fantasy, greek","not-bought (#6), fantasy (#42), greek (#25)",read,,,,1,0
227982174,"Untitled (Percy Jackson and the Olympians: The Senior Year Adventures, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,,Hardcover,,2027,,,2025/10/21,"to-read, not-bought, fantasy, greek","to-read (#125), not-bought (#5), fantasy (#41), greek (#24)",to-read,,,,0,0
27396489,The Demigod Files (Percy Jackson and the Olympians),Rick Riordan,"Riordan, Rick",Jesse Bernstein,"=""0739381245""","=""9780739381243""",0,Listening Library,Audiobook,3,2009,2009,,2024/12/05,"not-bought, fantasy, greek","not-bought (#1), fantasy (#40), greek (#23)",read,,,,1,0
128123545,Death's Obsession,Avina St. Graves,"Graves, Avina St.",,"=""""","=""""",5.0,,ebook,178,2023,2023,2025/11/02,2024/12/05,"adult, contemporary, not-bought, romantasy","adult (#141), contemporary (#62), not-bought (#223), romantasy (#126)",read,"<b>Oh. My. God.</b><br/>The nicknames, <i>the nicknames!!!</i><br/>The consent: He immediately stopped when she told him to.<br/>The coaxing her out of her comfort zone<br/>The healing every part of her that hasn't gotten to see the day of light after the accident<br/>The speed the slowness the tension the passion<br/><i><b>Oh. My. God.</b></i><br/><br/>Lilith is the victim of a car accident. She swears she dies and came back to life but no one believes her.<br/>For years, a stalker — whom she calls the Faceless Man — has been leaving her Lilies in her work locker and secret letters with romantic messages. She hasn’t told anyone, as she’s already on medication and in therapy.<br/><br/>Her boyfriend is a bitch and a cheater. No more emphasis on that.<br/><br/>— the first spicy scene. HE didn’t EVEN FUCK HER. Zade Meadows could never. Doesn’t even compare.<br/><br/>Letum, the grim reaper, set up a very well cooked dinner for Lili and she is not used to this, because of tight finances. So she enjoyed her dinner and went to bed happy.<br/><br/>Then she dreamed, and <b>oh boy</b> did she dream.<br/><br/>The way the Grim Reaper took consent and then <i>abused the fuck out of it <b>oh my Goddddddddd</b></i><br/><br/>while he was doing his thing, Lilith said stop, I want to know your name; and he stopped immediately. Like immediately. No hesitation.<br/><br/>And during the entire process, he emphasised that Lili had to use her words if she wanted something, she had to spell it out for him. He coaxed her out of the hiding place inside her mind. <br/>He made her relax. He made her happy again after so many years after the accident.<br/> <br/>And oh MY GODDDDDDD THE WRITING THE WRITING THE WRITING<br/><br/>Melted my heart, fucked with my brain chemistry!!! The most beautiful writing I’ve ever read.",,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5.0,Scholastic Inc.,Mass Market Paperback,547,2004,1999,2022/01/01,2024/12/05,"bought, fantasy","bought (#24), fantasy (#35)",read,"Definitely the best book of the series.<br/><br/>Not too gloomy, not too mellow, a very good plotline. Too bad the author’s a terrible person, though.",,,2,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany","=""0540027340""","=""9780540027347""",0,"Little, Brown",Hardcover,343,2016,2016,,2025/10/30,no,no (#8),no,,,,0,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,Arthur A. Levine Books,Hardcover,759,2007,2007,2022/01/01,2024/12/05,"bought, fantasy","bought (#28), fantasy (#39)",read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,Scholastic Inc,Paperback,652,2006,2005,2022/01/01,2024/12/05,"bought, fantasy","bought (#27), fantasy (#38)",read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,Scholastic Inc.,Paperback,576,2004,2003,2022/01/01,2024/12/05,"bought, fantasy","bought (#26), fantasy (#37)",read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",0,Scholastic,Paperback,734,2002,2000,2022/01/01,2024/12/05,"bought, fantasy","bought (#25), fantasy (#36)",read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,Arthur A. Levine Books,Hardcover,341,1999,1998,2022/01/01,2024/12/05,"bought, fantasy","bought (#23), fantasy (#34)",read,,,,1,0
22841994,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""1408855658""","=""9781408855652""",0,Bloomsbury,Paperback,332,2014,1997,2022/01/01,2024/12/05,"bought, fantasy","bought (#22), fantasy (#33)",read,,,,1,0
36369960,"Brooklyn House Magician's Manual: Your Guide to Egyptian Gods & Creatures, Glyphs & Spells, and More (The Kane Chronicles)",Rick Riordan,"Riordan, Rick","James Firnhaber, Michelle Gengaro-Kokmen","=""""","=""""",0,Disney-Hyperion Books,Kindle Edition,173,2018,2018,,2024/12/05,"to-read, fantasy, not-bought, egypt","to-read (#49), fantasy (#8), not-bought (#94), egypt (#6)",to-read,,,,1,0
12630405,The Kane Chronicles Survival Guide,Rick Riordan,"Riordan, Rick",,"=""1423153626""","=""9781423153627""",0,Disney-Hyperion Books,Hardcover,144,2012,2012,,2024/12/05,"to-read, fantasy, not-bought, egypt","to-read (#50), fantasy (#7), not-bought (#93), egypt (#5)",to-read,,,,1,0
12893742,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,"Riordan, Rick",,"=""1423140575""","=""9781423140573""",0,Hyperion Books,Hardcover,406,2012,2012,2024/02/01,2024/12/05,"not-bought, egypt, fantasy","not-bought (#21), egypt (#4), fantasy (#32)",read,,,,1,0
7090447,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,"=""1423113381""","=""9781423113386""",0,Disney Hyperion,Hardcover,528,2010,2010,2024/02/01,2024/12/05,"not-bought, egypt, fantasy","not-bought (#19), egypt (#2), fantasy (#31)",read,,,,1,0
9067850,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,"Riordan, Rick",,"=""1423140567""","=""9781423140566""",0,Hyperion Books for Children,Hardcover,452,2011,2011,2024/02/01,2024/12/05,"not-bought, egypt, fantasy","not-bought (#20), egypt (#3), fantasy (#30)",read,,,,1,0
26031279,Demigods & Magicians: Percy and Annabeth Meet the Kanes,Rick Riordan,"Riordan, Rick",,"=""1484732782""","=""9781484732786""",0,Disney-Hyperion Books,Hardcover,224,2016,2016,,2024/12/05,"fantasy, greek, not-bought, egypt","fantasy (#29), greek (#22), not-bought (#222), egypt (#1)",read,,,,1,0
30835803,Camp Half-Blood Confidential (The Trials of Apollo),Rick Riordan,"Riordan, Rick",Jesse Bernstein,"=""0241327121""","=""9780241327128""",0,Penguin Random House Children's UK,Audiobook,4,2017,2017,,2024/12/05,"fantasy, greek, not-bought","fantasy (#28), greek (#21), not-bought (#221)",read,,,,1,0
50183880,Camp Jupiter Classified: A Probatio's Journal,Rick Riordan,"Riordan, Rick",,"=""0241394171""","=""9780241394175""",0,Puffin,Hardcover,146,2020,2020,,2024/12/05,"fantasy, greek, not-bought","fantasy (#27), greek (#20), not-bought (#220)",read,,,,1,0
12959086,The Demigod Diaries (The Heroes of Olympus),Rick Riordan,"Riordan, Rick",,"=""1423163001""","=""9781423163008""",0,Disney-Hyperion Books,Hardcover,244,2012,2012,,2024/12/05,"fantasy, greek, not-bought","fantasy (#26), greek (#19), not-bought (#219)",read,,,,1,0
62804258,"The Brothers Hawthorne (The Inheritance Games, #4)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""0316480770""","=""9780316480772""",0,"Little, Brown Books for Young Readers",Hardcover,480,2023,2023,,2025/05/14,"to-read, mystery, not-bought","to-read (#88), mystery (#13), not-bought (#218)",to-read,,,,0,0
58658940,"The Final Gambit (The Inheritance Games, #3)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""""","=""9780316371124""",0,"Little, Brown Books for Young Readers",Kindle Edition,400,2022,2022,,2025/05/14,"to-read, mystery, not-bought","to-read (#87), mystery (#12), not-bought (#217)",to-read,,,,0,0
